obs,time,deployment,average_wave_height,date_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,max_wave_height,mean_direction,mean_spectral_period,mean_spread,mean_wave_period,number_zero_crossings,peak_wave_period,port_timestamp,preferred_timestamp,serial_number,significant_period,significant_wave_height,time_string,wave_height_10,wave_height_hmo,wave_period_10,wave_period_tp5,average_wave_height_qc_executed,average_wave_height_qc_results,max_wave_height_qc_executed,max_wave_height_qc_results,significant_wave_height_qc_executed,significant_wave_height_qc_results,significant_period_qc_executed,significant_period_qc_results,wave_height_10_qc_executed,wave_height_10_qc_results,wave_period_10_qc_executed,wave_period_10_qc_results,mean_wave_period_qc_executed,mean_wave_period_qc_results,peak_wave_period_qc_executed,peak_wave_period_qc_results,wave_period_tp5_qc_executed,wave_period_tp5_qc_results,wave_height_hmo_qc_executed,wave_height_hmo_qc_results,mean_direction_qc_executed,mean_direction_qc_results,lat,lon
145,3758575994,8,1.269999981,empty,empty,3758585132,3758585132,3758573908,2.99000001,268.5,9.800000191,21.5,9.800000191,109,15.39999962,3758575994,port_timestamp,6311,13.89999962,2.109999895,empty,2.589999914,2.160000086,13.80000019,14.80000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
146,3758579596,8,1.360000014,empty,empty,3758585132,3758585132,3758577508,2.589999914,268.2999878,10.89999962,21.39999962,9.699999809,99,15.39999962,3758579596,port_timestamp,6311,13.80000019,2.089999914,empty,2.349999905,2.160000086,13.5,14.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
147,3758583197,8,1.090000033,empty,empty,3758591441,3758591442,3758581108,2.970000029,272.7000122,9.600000381,21.29999924,9.800000191,111,14.30000019,3758583197,port_timestamp,6311,13,1.830000043,empty,2.359999895,1.879999995,13.69999981,14.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
148,3758586792,8,0.99000001,empty,empty,3758591441,3758591442,3758584706,2.410000086,270.6000061,8.899999619,21.10000038,10.10000038,120,14.30000019,3758586792,port_timestamp,6311,13.10000038,1.75999999,empty,2.210000038,1.860000014,13.60000038,14.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
149,3758590393,8,1.100000024,empty,empty,3758597748,3758597748,3758588308,3.109999895,264.8999939,9.5,21.29999924,9.600000381,111,14.30000019,3758590393,port_timestamp,6311,11.89999962,1.799999952,empty,2.430000067,1.879999995,12.80000019,13.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
150,3758593993,8,1.289999962,empty,empty,3758597748,3758597748,3758591908,3.109999895,269.2999878,10.60000038,19.5,10.60000038,101,13.30000019,3758593993,port_timestamp,6311,13.19999981,2.00999999,empty,2.470000029,2.099999905,13.10000038,13.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
151,3758597592,8,1.070000052,empty,empty,3758606133,3758606134,3758595507,2.920000076,267.8999939,10,22.39999962,10,107,12.5,3758597592,port_timestamp,6311,12.69999981,1.74000001,empty,2.329999924,1.830000043,13.30000019,13.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
152,3758601192,8,1.340000033,empty,empty,3758606133,3758606134,3758599107,3.400000095,271.6000061,11.30000019,18.5,10.80000019,94,14.30000019,3758601192,port_timestamp,6311,12.89999962,2.059999943,empty,2.470000029,2.099999905,12.5,13.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
153,3758604794,8,1.049999952,empty,empty,3758612429,3758612429,3758602709,2.809999943,271.2999878,10.19999981,22.89999962,10.10000038,105,14.30000019,3758604794,port_timestamp,6311,12.5,1.730000019,empty,2.25999999,1.730000019,12.80000019,13.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
154,3758608394,8,1.059999943,empty,empty,3758612429,3758612429,3758606309,2.670000076,265.6000061,10.80000019,23.20000076,10.30000019,98,14.30000019,3758608394,port_timestamp,6311,12.5,1.690000057,empty,2.279999971,1.75,12.5,13.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
155,3758611993,8,1.100000024,empty,empty,3758620849,3758620849,3758609907,2.910000086,270.7000122,9.899999619,20.39999962,9.800000191,109,12.5,3758611993,port_timestamp,6311,11.69999981,1.830000043,empty,2.25999999,1.850000024,11.60000038,12.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
156,3758615593,8,1.299999952,empty,empty,3758620849,3758620849,3758613507,3.529999971,268.5,10.60000038,18,10.5,101,13.30000019,3758615593,port_timestamp,6311,12.39999962,2.059999943,empty,2.579999924,2.099999905,12.60000038,13.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
157,3758619197,8,1.309999943,empty,empty,3758627117,3758627117,3758617109,3.00999999,266.6000061,11,22,10.30000019,96,14.30000019,3758619197,port_timestamp,6311,12.30000019,2.029999971,empty,2.50999999,2.069999933,12.69999981,13.60000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
158,3758622795,8,1.190000057,empty,empty,3758627117,3758627117,3758620708,2.75999999,271.8999939,9.800000191,23.79999924,9.300000191,109,14.30000019,3758622795,port_timestamp,6311,11.89999962,1.909999967,empty,2.339999914,1.960000038,11.5,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
159,3758626393,8,1.179999948,empty,empty,3758633427,3758633427,3758624306,2.950000048,268.7000122,9.600000381,22.20000076,9.699999809,111,12.5,3758626393,port_timestamp,6311,12.60000038,1.99000001,empty,2.420000076,2.049999952,12,12.60000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
160,3758629995,8,1.350000024,empty,empty,3758633427,3758633427,3758627908,3.720000029,265.7000122,10.30000019,18.79999924,10.19999981,104,14.30000019,3758629995,port_timestamp,6311,12.5,2.140000105,empty,2.779999971,2.210000038,12.39999962,13.60000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
161,3758633597,8,1.419999957,empty,empty,3758641827,3758641827,3758631510,3.00999999,263.5,10.60000038,19.79999924,10.10000038,100,11.80000019,3758633597,port_timestamp,6311,11.89999962,2.170000076,empty,2.559999943,2.230000019,11.5,12.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
162,3758637195,8,1.409999967,empty,empty,3758641827,3758641827,3758635108,2.799999952,265,10,19.89999962,9.100000381,108,14.30000019,3758637195,port_timestamp,6311,12.30000019,2.180000067,empty,2.589999914,2.230000019,12.39999962,13.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
163,3758640797,8,1.350000024,empty,empty,3758648162,3758648163,3758638706,3.950000048,266,8.300000191,21.60000038,7.800000191,129,13.30000019,3758640797,port_timestamp,6311,11.69999981,2.25999999,empty,2.849999905,2.309999943,11.89999962,13.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
164,3758644397,8,1.25,empty,empty,3758648162,3758648163,3758642306,3.75999999,268.2999878,7,27.20000076,6.400000095,152,13.30000019,3758644397,port_timestamp,6311,10.19999981,1.99000001,empty,2.549999952,2.109999895,11,12.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
165,3758647999,8,1.409999967,empty,empty,3758656651,3758656656,3758645907,3.519999981,270.6000061,7.800000191,22.5,7.199999809,138,13.30000019,3758647999,port_timestamp,6311,11.60000038,2.329999924,empty,2.880000114,2.380000114,12.60000038,13.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
166,3758651598,8,1.25999999,empty,empty,3758656651,3758656656,3758649507,3.880000114,270.7999878,6.199999809,26.39999962,6.199999809,172,14.30000019,3758651598,port_timestamp,6311,8.899999619,2.069999933,empty,2.839999914,2.24000001,10.30000019,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
167,3758655199,8,1.480000019,empty,empty,3758662846,3758662846,3758653107,3.980000019,276.2000122,6.699999809,27,6.300000191,160,11.80000019,3758655199,port_timestamp,6311,9.800000191,2.329999924,empty,2.890000105,2.480000019,10.69999981,11.80000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
168,3758662394,8,1.529999971,empty,empty,3758671245,3758671245,3758660307,3.480000019,280.7999878,6.199999809,27.79999924,6.199999809,173,12.5,3758662394,port_timestamp,6311,8.300000191,2.390000105,empty,2.869999886,2.529999971,9,10.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
169,3758665992,8,1.659999967,empty,empty,3758671245,3758671245,3758663905,3.440000057,282,6.699999809,30.70000076,6.300000191,160,11.80000019,3758665992,port_timestamp,6311,8.600000381,2.50999999,empty,3.029999971,2.710000038,9.399999619,10.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
170,3758669594,8,1.610000014,empty,empty,3758677545,3758677545,3758667507,4.210000038,278,6.400000095,27.20000076,6.5,166,11.80000019,3758669594,port_timestamp,6311,8.300000191,2.569999933,empty,3.130000114,2.769999981,8.600000381,11,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
171,3758673193,8,1.480000019,empty,empty,3758677545,3758677545,3758671106,4.190000057,276.7999878,6.300000191,30.20000076,6.5,172,11.10000038,3758673193,port_timestamp,6311,8.399999619,2.400000095,empty,3.079999924,2.589999914,8.899999619,9.699999809,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
172,3758676792,8,1.409999967,empty,empty,3758683874,3758683878,3758674706,3.200000048,272.8999939,6.699999809,31.10000038,6.599999905,157,11.80000019,3758676792,port_timestamp,6311,9,2.269999981,empty,2.75,2.410000086,9,10,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
173,3758680394,8,1.559999943,empty,empty,3758683874,3758683878,3758678308,3.99000001,273,7,25.79999924,7.099999905,152,11.80000019,3758680394,port_timestamp,6311,8.899999619,2.430000067,empty,2.970000029,2.650000095,9.899999619,10.80000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
174,3758683994,8,1.75,empty,empty,3758692258,3758692259,3758681908,3.710000038,267.7000122,8,23.5,7.599999905,133,8,3758683994,port_timestamp,6311,9.800000191,2.549999952,empty,3.00999999,2.75999999,9.5,8.600000381,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
175,3758687593,8,1.580000043,empty,empty,3758692258,3758692259,3758685506,4.25,273.5,7.5,25,7.300000191,143,9.100000381,3758687593,port_timestamp,6311,9.5,2.440000057,empty,3.069999933,2.579999924,9.199999809,9,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
176,3758691195,8,1.649999976,empty,empty,3758698579,3758698580,3758689107,4.289999962,283.7000122,6.5,31.70000076,6.699999809,165,8.699999809,3758691195,port_timestamp,6311,8.5,2.650000095,empty,3.359999895,2.849999905,9.100000381,8.800000191,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
177,3758694792,8,1.75999999,empty,empty,3758698579,3758698580,3758692705,4.489999771,281.5,7.599999905,29.79999924,7.300000191,141,9.5,3758694792,port_timestamp,6311,10.30000019,2.680000067,empty,3.269999981,2.910000086,10.69999981,10.60000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
178,3758698395,8,1.769999981,empty,empty,3758706970,3758706971,3758696307,4.309999943,299.8999939,6.900000095,33.40000153,6.5,154,10,3758698395,port_timestamp,6311,9.300000191,2.710000038,empty,3.190000057,2.859999895,9.699999809,10.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
179,3758701993,8,1.840000033,empty,empty,3758706970,3758706971,3758699905,5.179999828,315.2000122,6.400000095,35.20000076,6.599999905,169,10,3758701993,port_timestamp,6311,8.5,2.940000057,empty,3.910000086,3.24000001,8.699999809,9.600000381,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
180,3758705596,8,1.980000019,empty,empty,3758713288,3758713288,3758703507,5.139999866,318.7000122,6.5,38.5,6.599999905,165,11.10000038,3758705596,port_timestamp,6311,8.399999619,3.119999886,empty,3.99000001,3.349999905,8.699999809,10.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
181,3758709196,8,2.269999981,empty,empty,3758713288,3758713288,3758707107,5.010000229,321.6000061,7,34.90000153,6.900000095,154,13.30000019,3758709196,port_timestamp,6311,9.100000381,3.430000067,empty,4.309999943,3.779999971,9.5,10.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
182,3758712796,8,2.200000048,empty,empty,3758721660,3758721660,3758710707,5.840000153,343.6000061,6.300000191,39.79999924,6.599999905,170,6.5,3758712796,port_timestamp,6311,7.900000095,3.410000086,empty,4.409999847,3.829999924,8.600000381,7.199999809,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
183,3758716394,8,2.339999914,empty,empty,3758721660,3758721660,3758714305,5.820000172,340.7999878,6.900000095,40.09999847,6.800000191,156,18.20000076,3758716394,port_timestamp,6311,8.800000191,3.660000086,empty,4.630000114,3.940000057,8.800000191,12,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
184,3758719997,8,2.50999999,empty,empty,3758727967,3758727968,3758717907,6.079999924,346.8999939,7,38.90000153,6.699999809,152,18.20000076,3758719997,port_timestamp,6311,9.100000381,3.930000067,empty,4.869999886,4.190000057,9.399999619,10.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
185,3758723595,8,2.569999933,empty,empty,3758727967,3758727968,3758721506,6.360000134,352.3999939,7.199999809,39.79999924,7,149,20,3758723595,port_timestamp,6311,8.899999619,3.940000057,empty,4.880000114,4.28000021,9.899999619,12.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
186,3758727195,8,2.529999971,empty,empty,3758734266,3758734266,3758725106,5.099999905,6.699999809,6.699999809,39.59999847,6.599999905,162,6.900000095,3758727195,port_timestamp,6311,8.100000381,3.75999999,empty,4.550000191,4.150000095,8.600000381,7.599999905,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
187,3758730795,8,2.470000029,empty,empty,3758734266,3758734266,3758728706,7.25,8.100000381,6.800000191,39.29999924,6.800000191,158,6.900000095,3758730795,port_timestamp,6311,7.800000191,3.75999999,empty,4.75,4.090000153,8,7.599999905,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
188,3758734398,8,2.450000048,empty,empty,3758742695,3758742696,3758732308,5.579999924,347.1000061,7.099999905,34.79999924,7,151,18.20000076,3758734398,port_timestamp,6311,8.600000381,3.799999952,empty,4.619999886,4.110000134,8.699999809,9.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
189,3758737994,8,2.140000105,empty,empty,3758742695,3758742696,3758735905,4.510000229,342.1000061,7.099999905,37.79999924,6.900000095,151,18.20000076,3758737994,port_timestamp,6311,9,3.230000019,empty,3.960000038,3.549999952,9.899999619,13.80000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
190,3758741597,8,2.319999933,empty,empty,3758748952,3758748952,3758739507,4.670000076,349,7.300000191,38.09999847,6.800000191,147,18.20000076,3758741597,port_timestamp,6311,9,3.430000067,empty,4.110000134,3.720000029,10,11.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
191,3758748799,8,2.059999943,empty,empty,3758757379,3758757382,3758746710,4.630000114,337.2000122,6.800000191,39.20000076,6.800000191,158,16.70000076,3758748799,port_timestamp,6311,8.699999809,3.140000105,empty,3.859999895,3.430000067,9.399999619,14.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
192,3758752405,8,2.25,empty,empty,3758757379,3758757382,3758750304,5.199999809,323.6000061,7.699999809,35.70000076,7.199999809,141,20,3758752405,port_timestamp,6311,10.39999962,3.380000114,empty,4.269999981,3.690000057,11.19999981,18.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
193,3758755993,8,1.909999967,empty,empty,3758763662,3758763662,3758753904,5.510000229,338.5,6.400000095,37.79999924,6.599999905,168,6.099999905,3758755993,port_timestamp,6311,8,2.930000067,empty,3.700000048,3.289999962,9.199999809,8.300000191,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
194,3758759596,8,1.789999962,empty,empty,3758763662,3758763662,3758757507,3.690000057,320.5,6.800000191,35.29999924,6.800000191,157,18.20000076,3758759596,port_timestamp,6311,9,2.75999999,empty,3.269999981,3.00999999,10.60000038,17.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
195,3758763194,8,1.730000019,empty,empty,3758772065,3758772068,3758761105,4.670000076,308.5,6.800000191,33.20000076,7,155,18.20000076,3758763194,port_timestamp,6311,9.800000191,2.779999971,empty,3.339999914,3.049999952,9.899999619,15.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
196,3758766794,8,1.779999971,empty,empty,3758772065,3758772068,3758764705,5.389999866,309.6000061,6.800000191,33.90000153,7,158,18.20000076,3758766794,port_timestamp,6311,9.800000191,2.75999999,empty,3.519999981,3.119999886,12.10000038,17.29999924,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
197,3758770395,8,1.769999981,empty,empty,3758778397,3758778397,3758768307,3.970000029,307.7999878,7.5,31.70000076,7.099999905,144,16.70000076,3758770395,port_timestamp,6311,10.39999962,2.710000038,empty,3.299999952,3.00999999,10.60000038,17.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
198,3758773996,8,1.879999995,empty,empty,3758778397,3758778397,3758771907,4.480000019,294.7999878,8.5,26.5,8.100000381,127,18.20000076,3758773996,port_timestamp,6311,12.30000019,2.960000038,empty,3.599999905,3.230000019,13.39999962,18.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
199,3758777593,8,1.830000043,empty,empty,3758784682,3758784682,3758775504,4.599999905,295.2999878,8.300000191,25.70000076,8,129,16.70000076,3758777593,port_timestamp,6311,11.89999962,2.940000057,empty,3.710000038,3.210000038,12.89999962,16.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
200,3758781194,8,1.620000005,empty,empty,3758784682,3758784682,3758779106,3.859999895,300.6000061,7.699999809,31,7.5,139,16.70000076,3758781194,port_timestamp,6311,11.39999962,2.599999905,empty,3.160000086,2.839999914,11.69999981,16.70000076,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
201,3758784793,8,1.970000029,empty,empty,3758793088,3758793089,3758782704,4.320000172,295.3999939,9.699999809,28.79999924,8.5,111,18.20000076,3758784793,port_timestamp,6311,13.19999981,3.029999971,empty,3.529999971,3.119999886,12.80000019,18.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
202,3758788392,8,1.769999981,empty,empty,3758793088,3758793089,3758786303,4.71999979,291.7999878,8.800000191,27.29999924,8.399999619,122,18.20000076,3758788392,port_timestamp,6311,12.39999962,2.789999962,empty,3.49000001,3.039999962,14,17.60000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
203,3758791994,8,1.899999976,empty,empty,3758799393,3758799394,3758789905,4.800000191,292.1000061,8.699999809,24.60000038,8.800000191,123,16.70000076,3758791994,port_timestamp,6311,12.39999962,3.039999962,empty,3.710000038,3.25999999,12.89999962,17.20000076,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
204,3758795594,8,1.649999976,empty,empty,3758799393,3758799394,3758793505,5.309999943,288.5,8.399999619,27.89999962,8.100000381,128,16.70000076,3758795594,port_timestamp,6311,11.69999981,2.579999924,empty,3.339999914,2.849999905,14.19999981,16.79999924,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
205,3758799193,8,1.799999952,empty,empty,3758807791,3758807791,3758797104,4.409999847,287.7000122,9.199999809,22.79999924,9,116,16.70000076,3758799193,port_timestamp,6311,13.30000019,2.910000086,empty,3.50999999,3.079999924,13,17,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
206,3758802793,8,1.519999981,empty,empty,3758807791,3758807791,3758800704,3.309999943,286.2000122,8.600000381,27.29999924,7.900000095,124,16.70000076,3758802793,port_timestamp,6311,12,2.309999943,empty,2.809999943,2.460000038,11.60000038,16.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
207,3758806396,8,1.460000038,empty,empty,3758814090,3758814090,3758804304,3.559999943,282.7000122,8.5,27.79999924,7.900000095,125,16.70000076,3758806396,port_timestamp,6311,11.5,2.220000029,empty,2.720000029,2.49000001,12.5,15.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
208,3758809993,8,1.559999943,empty,empty,3758814090,3758814090,3758807904,4.03000021,280.2000122,9.300000191,23.60000038,8.899999619,115,18.20000076,3758809993,port_timestamp,6311,12.80000019,2.470000029,empty,3.029999971,2.599999905,13.60000038,17.70000076,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
209,3758813594,8,1.440000057,empty,empty,3758822502,3758822502,3758811504,3.75999999,279.1000061,9.199999809,22.70000076,9.199999809,117,18.20000076,3758813594,port_timestamp,6311,13.10000038,2.390000105,empty,3.019999981,2.539999962,14.80000019,17.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
210,3758817199,8,1.309999943,empty,empty,3758822502,3758822502,3758815104,3.480000019,277.8999939,7.800000191,28.60000038,7.300000191,137,14.30000019,3758817199,port_timestamp,6311,11.10000038,2.099999905,empty,2.599999905,2.220000029,13,13.80000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
211,3758820796,8,1.360000014,empty,empty,3758828803,3758828809,3758818704,3.640000105,272.7000122,7.5,27.70000076,7.5,143,16.70000076,3758820796,port_timestamp,6311,11.89999962,2.349999905,empty,3.089999914,2.480000019,14,16.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
212,3758824395,8,1.389999986,empty,empty,3758828803,3758828809,3758822305,3.299999952,273.8999939,6.900000095,27.39999962,7,153,16.70000076,3758824395,port_timestamp,6311,10.5,2.24000001,empty,2.730000019,2.450000048,12.19999981,15.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
213,3758827993,8,1.429999948,empty,empty,3758835097,3758835097,3758825903,4.369999886,271.7000122,6.599999905,29,6.900000095,164,16.70000076,3758827993,port_timestamp,6311,9.800000191,2.25,empty,3.039999962,2.630000114,12,16.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
214,3758835195,8,1.74000001,empty,empty,3758843481,3758843482,3758833105,4.079999924,265.1000061,6.5,29.60000038,6.5,166,16.70000076,3758835195,port_timestamp,6311,9.300000191,2.710000038,empty,3.420000076,2.960000038,10.89999962,15.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
215,3758838793,8,2,empty,empty,3758843481,3758843482,3758836703,5.230000019,262.8999939,6.300000191,30,6.5,170,16.70000076,3758838793,port_timestamp,6311,8.600000381,3.210000038,empty,3.839999914,3.480000019,9,11.80000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
216,3758842395,8,2.299999952,empty,empty,3758849763,3758849763,3758840304,4.980000019,269.2999878,6.900000095,28.5,6.699999809,155,15.39999962,3758842395,port_timestamp,6311,8.699999809,3.420000076,empty,4.119999886,3.730000019,9.600000381,12.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
217,3758845995,8,2.519999981,empty,empty,3758849763,3758849763,3758843904,5.909999847,271.2000122,7.199999809,28.89999962,6.900000095,149,8,3758845995,port_timestamp,6311,8.399999619,3.819999933,empty,4.739999771,4.079999924,8.699999809,8.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
218,3758849595,8,2.410000086,empty,empty,3758858185,3758858187,3758847504,6.639999866,275.2000122,7,29.60000038,6.900000095,154,8,3758849595,port_timestamp,6311,8.899999619,3.809999943,empty,4.849999905,4.019999981,9.5,8.600000381,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
219,3758853195,8,2.950000048,empty,empty,3758858185,3758858187,3758851104,7.480000019,276.6000061,7.699999809,26.20000076,7.300000191,140,9.100000381,3758853195,port_timestamp,6311,8.600000381,4.46999979,empty,5.480000019,4.670000076,8.5,9.100000381,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
220,3758856794,8,2.50999999,empty,empty,3758864514,3758864515,3758854704,6.659999847,278.5,6.900000095,29.5,6.900000095,155,8.699999809,3758856794,port_timestamp,6311,8.600000381,4.019999981,empty,4.980000019,4.170000076,8.600000381,8.899999619,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
